审计ID,模块,业务域,变更类型,迁移前路径,迁移后路径,Git状态,新增行,删除行,规范化代码相似度,依赖替换/Import变化,Android行为审计,平台边界,序列化/数据库影响,静态证据,风险,建议,验证状态,人工结论
CMP-0145,app,依赖注入,原路径修改,app/src/main/java/me/rerere/rikkahub/ui/pages/extensions/workspace/WorkspaceTerminalPage.kt,app/src/main/java/me/rerere/rikkahub/ui/pages/extensions/workspace/WorkspaceTerminalPage.kt,M,8,7,98%,"imports: androidx.compose.ui,me.rerere.rikkahub,org.koin.androidx → me.rerere.rikkahub,org.koin.compose",Android 平台实现发生内容变化；规范化代码相似度 98%,androidAppMain；接口注入候选,无直接持久化标记,git=M; blob b706910d036a→8ca6502c1349; sha256 d0aac5b2e4d1→f66c9bb7e48f,中,逐段核对修改，剔除与CMP无关的格式化和产品行为变化,待人工确认静态结论,待审核
CMP-0146,app,共享UI,原路径修改,app/src/main/java/me/rerere/rikkahub/ui/pages/extensions/workspace/WorkspaceTerminalSession.kt,app/src/main/java/me/rerere/rikkahub/ui/pages/extensions/workspace/WorkspaceTerminalSession.kt,M,1,1,100%,Android/SLF4J→Kermit,Android 平台实现发生内容变化；规范化代码相似度 100%,androidAppMain,无直接持久化标记,git=M; blob f6258869f600→9a3f6d420fb5; sha256 d96a80ec4816→083ac5fdcb2b,低,逐段核对修改，剔除与CMP无关的格式化和产品行为变化,待人工确认静态结论,待审核
CMP-0147,app,依赖注入,原路径修改,app/src/main/java/me/rerere/rikkahub/ui/pages/setting/SettingFilesPage.kt,app/src/main/java/me/rerere/rikkahub/ui/pages/setting/SettingFilesPage.kt,M,18,18,93%,"imports: androidx.compose.ui,me.rerere.rikkahub → me.rerere.rikkahub",Android 平台实现发生内容变化；规范化代码相似度 93%,androidAppMain,无直接持久化标记,git=M; blob 1340434a1fb6→ed17ac31666c; sha256 38b85e9037b5→6ed572e57b3b,中,逐段核对修改，剔除与CMP无关的格式化和产品行为变化,待人工确认静态结论,待审核
CMP-0148,app,依赖注入,原路径修改,app/src/main/java/me/rerere/rikkahub/ui/pages/share/handler/ShareHandlerPage.kt,app/src/main/java/me/rerere/rikkahub/ui/pages/share/handler/ShareHandlerPage.kt,M,5,5,97%,"imports: androidx.compose.ui,me.rerere.rikkahub,org.koin.androidx → me.rerere.rikkahub,org.koin.compose",Android 平台实现发生内容变化；规范化代码相似度 97%,androidAppMain,无直接持久化标记,git=M; blob a24844777c84→a1847e16ed7c; sha256 8ec21f85ab14→814a500838d3,中,逐段核对修改，剔除与CMP无关的格式化和产品行为变化,待人工确认静态结论,待审核
CMP-0149,app,共享UI,新增实现/资源,—,app/src/main/java/me/rerere/rikkahub/ui/resources/AppStringResources.kt,A,100,0,—,"imports: — → androidx.compose.runtime,androidx.compose.ui,java.util.Locale,org.jetbrains.compose",新增 Android 平台实现；需与迁移前对应代码逐句配对,androidAppMain,无直接持久化标记,git=A; blob —→92ffe36eb836; sha256 —→7bf810ca46a1,低,确认新增文件是必要平台实现/共享边界，并补迁移前后契约证据,待人工确认静态结论,待审核
CMP-0150,app,主题,新增实现/资源,—,app/src/main/java/me/rerere/rikkahub/ui/theme/AndroidChatFontRuntime.kt,A,92,0,—,"imports: — → android.content.Context,android.graphics.Typeface,androidx.compose.ui,io.github.vinceglb",新增 Android 平台实现；需与迁移前对应代码逐句配对,androidAppMain,无直接持久化标记,git=A; blob —→4639aeaafc19; sha256 —→81ad6462a34a,低,确认新增文件是必要平台实现/共享边界，并补迁移前后契约证据,待人工确认静态结论,待审核
CMP-0151,app,通用业务,新增实现/资源,—,app/src/main/java/me/rerere/rikkahub/utils/AndroidUpdateDownloader.kt,A,25,0,—,"imports: — → android.app.DownloadManager,android.content.Context,android.os.Environment,android.widget.Toast",新增 Android 平台实现；需与迁移前对应代码逐句配对,androidAppMain,无直接持久化标记,git=A; blob —→ed72468acaa9; sha256 —→ed5bb40455d2,低,确认新增文件是必要平台实现/共享边界，并补迁移前后契约证据,待人工确认静态结论,待审核
CMP-0152,app,通用业务,删除且未由Git配对,app/src/main/java/me/rerere/rikkahub/utils/CacheUtil.kt,—,D,0,68,—,imports: java.util.concurrent → —,旧 Android 文件删除；必须确认替代调用与失败/取消语义,androidAppMain,无直接持久化标记,git=D; blob a1ef1bbf95dc→—; sha256 dc4c7d4070b5→—,中,由 cache4k/共享缓存调用替代，需核对 TTL 与清理边界,待人工确认静态结论,待审核
CMP-0153,app,通用业务,原路径修改,app/src/main/java/me/rerere/rikkahub/utils/ChatUtil.kt,app/src/main/java/me/rerere/rikkahub/utils/ChatUtil.kt,M,1,1,100%,Android/SLF4J→Kermit,Android 平台实现发生内容变化；规范化代码相似度 100%,androidAppMain,无直接持久化标记,git=M; blob 2a1bb2aa0136→ef1cc17c8cdc; sha256 2cd01e8fdc2e→e92f2995e881,低,逐段核对修改，剔除与CMP无关的格式化和产品行为变化,待人工确认静态结论,待审核
CMP-0154,app,通用业务,原路径修改,app/src/main/java/me/rerere/rikkahub/utils/ContextUtil.kt,app/src/main/java/me/rerere/rikkahub/utils/ContextUtil.kt,M,3,8,98%,Android/SLF4J→Kermit,Android 平台实现发生内容变化；规范化代码相似度 98%,androidAppMain,无直接持久化标记,git=M; blob 01a7fbd01aad→0ab2a1296c3e; sha256 256fd6ee5c2f→514de216ebd5,低,逐段核对修改，剔除与CMP无关的格式化和产品行为变化,待人工确认静态结论,待审核
CMP-0155,app,通用业务,删除且未由Git配对,app/src/main/java/me/rerere/rikkahub/utils/CoroutineUtils.kt,—,D,0,29,—,"imports: android.util.Log,kotlinx.coroutines.CoroutineScope,kotlinx.coroutines.flow,kotlinx.coroutines.launch → —",旧 Android 文件删除；必须确认替代调用与失败/取消语义,androidAppMain,无直接持久化标记,git=D; blob ea784a11b96b→—; sha256 da4d2d044d47→—,中,旧 JVM coroutine helper 被移除，需逐调用点确认结构化并发等价,待人工确认静态结论,待审核
CMP-0156,app,通用业务,原路径修改,app/src/main/java/me/rerere/rikkahub/utils/CrashHandler.kt,app/src/main/java/me/rerere/rikkahub/utils/CrashHandler.kt,M,1,1,100%,Android/SLF4J→Kermit,Android 平台实现发生内容变化；规范化代码相似度 100%,androidAppMain,DataStore兼容,git=M; blob 61c45cbe8e39→648778b69c9c; sha256 fb9c65deef7a→4427a5d198bb,中,逐段核对修改，剔除与CMP无关的格式化和产品行为变化,待人工确认静态结论,待审核
CMP-0157,app,通用业务,原路径修改,app/src/main/java/me/rerere/rikkahub/utils/DatabaseUtil.kt,app/src/main/java/me/rerere/rikkahub/utils/DatabaseUtil.kt,M,1,12,100%,Android/SLF4J→Kermit,Android 平台实现发生内容变化；规范化代码相似度 100%,androidAppMain,无直接持久化标记,git=M; blob 0983e0854da5→61a811a3b5c7; sha256 f19db127a9a2→b200c27ec05b,低,逐段核对修改，剔除与CMP无关的格式化和产品行为变化,待人工确认静态结论,待审核
CMP-0158,app,通用业务,删除且未由Git配对,app/src/main/java/me/rerere/rikkahub/utils/DiffUtils.kt,—,D,0,25,—,imports: com.github.difflib → —,旧 Android 文件删除；必须确认替代调用与失败/取消语义,androidAppMain,无直接持久化标记,git=D; blob 05215aea58dc→—; sha256 79667360ec26→—,中,由 composeApp/commonMain 的 UnifiedDiff 实现替代,待人工确认静态结论,待审核
CMP-0159,app,文件与图片,原路径修改,app/src/main/java/me/rerere/rikkahub/utils/ImageUtils.kt,app/src/main/java/me/rerere/rikkahub/utils/ImageUtils.kt,M,7,68,87%,"imports: com.drew.imaging,com.drew.metadata,com.google.zxing → me.rerere.rikkahub",Android 平台实现发生内容变化；规范化代码相似度 87%,androidAppMain,无直接持久化标记,git=M; blob a9c3a0033822→55f2d07dff32; sha256 d08b09c9af89→bcb95bb883f6,中,逐段核对修改，剔除与CMP无关的格式化和产品行为变化,待人工确认静态结论,待审核
CMP-0160,app,通用业务,原路径修改,app/src/main/java/me/rerere/rikkahub/utils/TimeUtil.kt,app/src/main/java/me/rerere/rikkahub/utils/TimeUtil.kt,M,76,36,47%,java.time→Kotlin time/datetime,Android 平台实现发生内容变化；规范化代码相似度 47%,androidAppMain,时间表示,git=M; blob 1e6cdcfd6589→f7f135bac64b; sha256 e2173bfb72b3→2da9e063c5ca,中,逐段核对修改，剔除与CMP无关的格式化和产品行为变化,待人工确认静态结论,待审核
CMP-0161,app,通用业务,新增实现/资源,—,app/src/main/java/me/rerere/rikkahub/web/AndroidWebServerRuntime.kt,A,41,0,—,"imports: — → android.content.Context,android.content.Intent,kotlinx.coroutines.CoroutineScope,kotlinx.coroutines.flow",新增 Android 平台实现；需与迁移前对应代码逐句配对,androidAppMain,无直接持久化标记,git=A; blob —→3631b4fedbb8; sha256 —→7f133c557f13,低,确认新增文件是必要平台实现/共享边界，并补迁移前后契约证据,待人工确认静态结论,待审核
CMP-0162,app,通用业务,删除且未由Git配对,app/src/main/java/me/rerere/rikkahub/web/NsdServiceRegistrar.kt,—,D,0,135,—,"imports: android.content.Context,android.net.wifi,android.util.Log,java.net.InetAddress → —",旧 Android 文件删除；必须确认替代调用与失败/取消语义,androidAppMain,无直接持久化标记,git=D; blob c2029f068f56→—; sha256 093177290585→—,中,由 ServiceRegistrar 的 Android/JVM/iOS 平台实现替代,待人工确认静态结论,待审核
CMP-0163,app,通用业务,原路径修改,app/src/main/java/me/rerere/rikkahub/web/WebApiModule.kt,app/src/main/java/me/rerere/rikkahub/web/WebApiModule.kt,M,7,11,98%,java UUID→kotlin.uuid,Android 平台实现发生内容变化；规范化代码相似度 98%,androidAppMain,时间表示、JSON/DTO,git=M; blob f7780acbde13→71c0a98b9d23; sha256 281b4f5dc739→6a01850b4a0e,中,逐段核对修改，剔除与CMP无关的格式化和产品行为变化,待人工确认静态结论,待审核
CMP-0164,app,通用业务,原路径修改,app/src/main/java/me/rerere/rikkahub/web/WebServerManager.kt,app/src/main/java/me/rerere/rikkahub/web/WebServerManager.kt,M,109,90,33%,Android/SLF4J→Kermit,Android 平台实现发生内容变化；规范化代码相似度 33%,androidAppMain,无直接持久化标记,git=M; blob 390ce4a9d19b→728ddfde28eb; sha256 1315bb3c00f4→f15dab2c549e,中,逐段核对修改，剔除与CMP无关的格式化和产品行为变化,待人工确认静态结论,待审核
CMP-0165,app,通用业务,原路径修改,app/src/main/java/me/rerere/rikkahub/web/routes/ConversationRoutes.kt,app/src/main/java/me/rerere/rikkahub/web/routes/ConversationRoutes.kt,M,1,1,100%,无可见 import 变化,Android 平台实现发生内容变化；规范化代码相似度 100%,androidAppMain；接口注入候选,序列化契约、时间表示、JSON/DTO,git=M; blob ad64e8323310→4bf8f2846ba8; sha256 6b2a793c2f80→b5061d415573,中,逐段核对修改，剔除与CMP无关的格式化和产品行为变化,待人工确认静态结论,待审核
CMP-0166,app,通用业务,原路径修改,app/src/main/java/me/rerere/rikkahub/web/routes/EventsRoutes.kt,app/src/main/java/me/rerere/rikkahub/web/routes/EventsRoutes.kt,M,1,1,99%,无可见 import 变化,Android 平台实现发生内容变化；规范化代码相似度 99%,androidAppMain,序列化契约、时间表示、JSON/DTO,git=M; blob f9c968ad9d1b→71c7fd8d898c; sha256 5686dfa2b3d4→3fa5c6aa4402,中,逐段核对修改，剔除与CMP无关的格式化和产品行为变化,待人工确认静态结论,待审核
CMP-0167,app,资源与本地化,原路径修改,app/src/main/res/values-ja/strings.xml,app/src/main/res/values-ja/strings.xml,M,50,50,96%,无可见 import 变化,Android 平台实现发生内容变化；规范化代码相似度 96%,androidAppMain；接口注入候选,JSON/DTO,git=M; blob 813c20230e8d→9cb7564478dd; sha256 a217eec029a3→6193e58b3273,高,逐段核对修改，剔除与CMP无关的格式化和产品行为变化,待迁移前后行为验证,待审核
CMP-0168,app,资源与本地化,原路径修改,app/src/main/res/values-ko-rKR/strings.xml,app/src/main/res/values-ko-rKR/strings.xml,M,50,50,96%,无可见 import 变化,Android 平台实现发生内容变化；规范化代码相似度 96%,androidAppMain；接口注入候选,JSON/DTO,git=M; blob 020957f82178→a6b81d6251f1; sha256 5dc6da2a3c22→1907d0e86c92,高,逐段核对修改，剔除与CMP无关的格式化和产品行为变化,待迁移前后行为验证,待审核
CMP-0169,app,资源与本地化,原路径修改,app/src/main/res/values-ru/strings.xml,app/src/main/res/values-ru/strings.xml,M,49,49,96%,无可见 import 变化,Android 平台实现发生内容变化；规范化代码相似度 96%,androidAppMain；接口注入候选,无直接持久化标记,git=M; blob c67b9f2daeea→c1dd2d6cfc61; sha256 cc911b4a23e7→3fcb7e71ba43,中,逐段核对修改，剔除与CMP无关的格式化和产品行为变化,待人工确认静态结论,待审核
CMP-0170,app,资源与本地化,原路径修改,app/src/main/res/values-zh-rTW/strings.xml,app/src/main/res/values-zh-rTW/strings.xml,M,50,50,96%,无可见 import 变化,Android 平台实现发生内容变化；规范化代码相似度 96%,androidAppMain；接口注入候选,无直接持久化标记,git=M; blob 3dbcb495ce58→ec19e3a6d3f4; sha256 1bfd45701b4a→65a8d9dc0da2,中,逐段核对修改，剔除与CMP无关的格式化和产品行为变化,待人工确认静态结论,待审核
CMP-0171,app,资源与本地化,原路径修改,app/src/main/res/values-zh/strings.xml,app/src/main/res/values-zh/strings.xml,M,50,50,96%,无可见 import 变化,Android 平台实现发生内容变化；规范化代码相似度 96%,androidAppMain；接口注入候选,无直接持久化标记,git=M; blob 7e39beb7dbdd→9c183d491274; sha256 8a59878b5fce→f12e6508a9b8,中,逐段核对修改，剔除与CMP无关的格式化和产品行为变化,待人工确认静态结论,待审核
CMP-0172,app,资源与本地化,原路径修改,app/src/main/res/values/strings.xml,app/src/main/res/values/strings.xml,M,50,50,96%,无可见 import 变化,Android 平台实现发生内容变化；规范化代码相似度 96%,androidAppMain；actual实现；接口注入候选,DataStore兼容、JSON/DTO,git=M; blob 719aa285b874→eaf734766bd7; sha256 4e0612d235ea→a5107384a48c,高,逐段核对修改，剔除与CMP无关的格式化和产品行为变化,待迁移前后行为验证,待审核
CMP-0173,app,依赖注入,原路径修改,app/src/release/generated/baselineProfiles/baseline-prof.txt,app/src/release/generated/baselineProfiles/baseline-prof.txt,M,45767,44112,23%,Pebble→Korte,共享实现发生变化；需用迁移前后同断言验证；规范化代码相似度 23%,release,序列化契约、数据库/迁移、DataStore兼容、时间表示、JSON/DTO,git=M; blob 5df7352e4604→c5cfcb50c72b; sha256 840c1b54b1e0→4f05ba393adc,低,逐段核对修改，剔除与CMP无关的格式化和产品行为变化,待人工确认静态结论,待审核
CMP-0174,app,依赖注入,原路径修改,app/src/release/generated/baselineProfiles/startup-prof.txt,app/src/release/generated/baselineProfiles/startup-prof.txt,M,45767,44112,23%,Pebble→Korte,共享实现发生变化；需用迁移前后同断言验证；规范化代码相似度 23%,release,序列化契约、数据库/迁移、DataStore兼容、时间表示、JSON/DTO,git=M; blob 5df7352e4604→c5cfcb50c72b; sha256 840c1b54b1e0→4f05ba393adc,低,逐段核对修改，剔除与CMP无关的格式化和产品行为变化,待人工确认静态结论,待审核
CMP-0175,app,共享UI,原路径修改,app/src/test/java/me/rerere/rikkahub/ui/pages/setting/components/ProviderConfigureConvertToTest.kt,app/src/test/java/me/rerere/rikkahub/ui/pages/setting/components/ProviderConfigureConvertToTest.kt,M,4,4,97%,OkHttp业务API→Ktor,共享实现发生变化；需用迁移前后同断言验证；规范化代码相似度 97%,test,无直接持久化标记,git=M; blob 67f5180f7b40→4135467ef857; sha256 70c2866a9498→7fa17be760cd,低,逐段核对修改，剔除与CMP无关的格式化和产品行为变化,待人工确认静态结论,待审核
CMP-0176,app,通用业务,删除且未由Git配对,app/src/test/java/me/rerere/rikkahub/utils/DiffUtilsTest.kt,—,D,0,91,—,"imports: org.junit.Assert,org.junit.Test → —",旧 Android 文件删除；必须确认替代调用与失败/取消语义,test,无直接持久化标记,git=D; blob 1bf08b133cac→—; sha256 ccf73e4b77c0→—,低,旧测试文件未随生产实现提交；迁移验证需使用临时同断言测试,待人工确认静态结论,待审核
